Humidity3pm,Humidity9am,Sunshine,Cloud3pm,Pressure3pm,Temp3pm,Rainfall,WindGustSpeed,Location
47.0,78.0,11.1,1.0,1016.2,24.2,0.0,39.0,Townsville
65.0,98.0,,6.0,,13.3,0.0,20.0,Launceston
,,3.8,,1011.0,15.9,0.6,30.0,Dartmoor
24.0,38.0,4.4,7.0,1007.6,29.6,0.0,35.0,AliceSprings
21.0,40.0,,,,23.1,0.0,54.0,SalmonGums
57.0,87.0,6.7,5.0,1021.6,17.1,0.0,22.0,Sydney
14.0,24.0,,,1012.8,27.1,0.0,39.0,Ballarat
42.0,59.0,3.0,6.0,1019.6,13.9,0.0,24.0,AliceSprings
29.0,61.0,13.4,0.0,1010.5,26.5,0.0,37.0,Nuriootpa
19.0,50.0,10.2,0.0,1018.2,22.5,0.0,24.0,Moree
79.0,95.0,,8.0,1014.2,23.8,0.8,39.0,Williamtown
22.0,39.0,9.5,3.0,1018.8,23.1,0.0,24.0,AliceSprings
50.0,53.0,1.5,7.0,1006.7,28.1,0.0,56.0,Sydney
96.0,91.0,0.0,8.0,1004.6,13.4,3.8,26.0,WaggaWagga
44.0,58.0,1.1,7.0,1012.5,15.7,5.4,35.0,Hobart
71.0,70.0,,,1015.6,19.5,0.2,43.0,NorahHead
23.0,48.0,,0.0,1022.7,20.9,0.0,31.0,Cobar
52.0,49.0,7.3,,1012.6,18.3,0.0,56.0,Adelaide
74.0,86.0,0.0,8.0,1005.8,13.6,78.8,63.0,MountGambier
,48.0,,,1008.8,,0.0,35.0,Katherine
56.0,56.0,11.7,2.0,1010.6,22.8,0.0,44.0,PerthAirport
67.0,86.0,1.3,7.0,1007.2,30.6,26.2,56.0,Darwin
94.0,65.0,0.0,8.0,1020.6,14.1,0.0,41.0,CoffsHarbour
55.0,93.0,3.0,7.0,1028.3,13.4,0.4,31.0,MelbourneAirport
35.0,60.0,,,1010.5,29.2,0.2,39.0,Woomera
58.0,65.0,,,,13.1,0.2,41.0,BadgerysCreek
42.0,80.0,3.5,6.0,993.9,19.1,30.8,54.0,SydneyAirport
64.0,90.0,,4.0,1011.7,18.3,11.0,48.0,Cobar
48.0,94.0,,,1023.2,19.8,0.0,37.0,Nhil
33.0,59.0,,,1017.5,27.8,0.0,24.0,Tuggeranong
31.0,37.0,5.2,7.0,1020.3,19.6,0.0,39.0,AliceSprings
15.0,36.0,12.8,2.0,1011.7,35.8,0.0,39.0,WaggaWagga
38.0,52.0,9.5,1.0,1018.7,23.2,0.0,19.0,Brisbane
45.0,75.0,6.1,2.0,1020.6,22.2,0.0,30.0,Portland
49.0,66.0,4.1,7.0,1015.0,24.4,0.4,48.0,PearceRAAF
31.0,73.0,,,1011.0,19.9,0.2,39.0,Richmond
32.0,54.0,,,1005.3,23.9,0.0,57.0,Richmond
45.0,78.0,,,,15.0,0.2,52.0,MountGinini
57.0,65.0,12.2,3.0,1007.7,22.2,0.0,70.0,Sydney
78.0,86.0,,,1013.1,21.9,27.2,31.0,BadgerysCreek
49.0,71.0,11.0,1.0,1018.4,21.8,0.0,33.0,Perth
75.0,,6.0,7.0,1001.1,10.2,21.4,65.0,Portland
37.0,51.0,,,1027.3,14.4,0.0,28.0,CoffsHarbour
66.0,86.0,3.5,7.0,1003.3,30.5,14.8,41.0,Darwin
38.0,67.0,,,1018.4,25.4,0.0,24.0,Albury
40.0,66.0,,,1013.2,26.7,0.0,46.0,Canberra
63.0,71.0,7.2,7.0,1008.8,27.9,0.4,39.0,Cairns
50.0,69.0,3.7,7.0,1016.6,14.2,1.6,46.0,MelbourneAirport
65.0,67.0,8.9,5.0,1021.2,19.0,0.0,,Albany
57.0,69.0,,8.0,1005.1,13.1,11.0,93.0,MountGambier
58.0,87.0,6.1,7.0,1028.0,10.7,0.4,33.0,MelbourneAirport
48.0,83.0,,,,18.8,0.4,11.0,Penrith
31.0,45.0,,,,16.3,0.0,61.0,Penrith
49.0,64.0,7.9,2.0,1014.3,10.4,0.2,56.0,Hobart
80.0,98.0,,8.0,1024.3,8.4,5.8,39.0,Ballarat
65.0,80.0,10.0,5.0,1010.4,30.1,1.4,54.0,Townsville
45.0,66.0,9.5,2.0,1024.2,22.5,0.0,30.0,Brisbane
14.0,24.0,10.3,,1004.2,40.1,0.0,57.0,Adelaide
54.0,89.0,8.1,5.0,1011.2,29.7,0.0,39.0,Cobar
54.0,80.0,4.2,5.0,1015.8,24.2,0.0,,Sydney
40.0,97.0,8.3,4.0,1017.1,17.5,0.2,26.0,Cobar
71.0,66.0,,,1023.4,13.8,4.4,35.0,Walpole
65.0,91.0,,,1012.4,15.4,3.0,43.0,Dartmoor
60.0,82.0,1.3,5.0,1029.7,11.5,2.8,26.0,Portland
51.0,61.0,7.6,,1014.5,19.9,0.0,48.0,Dartmoor
38.0,71.0,,1.0,1006.0,18.3,0.0,48.0,Ballarat
48.0,88.0,7.7,7.0,1020.7,16.2,0.0,22.0,Woomera
72.0,71.0,6.0,6.0,1011.5,22.2,0.0,33.0,NorfolkIsland
27.0,45.0,,6.0,1009.1,36.8,0.0,54.0,Uluru
88.0,65.0,,,,13.7,0.0,61.0,SalmonGums
52.0,40.0,7.0,7.0,1004.5,20.3,0.0,56.0,Sydney
41.0,47.0,11.0,1.0,1013.5,24.3,0.0,37.0,Cairns
15.0,28.0,11.7,1.0,1008.9,36.3,0.0,41.0,Nuriootpa
76.0,85.0,,8.0,1006.3,21.5,0.4,35.0,Williamtown
62.0,65.0,0.1,7.0,1017.7,12.6,0.0,44.0,MountGambier
18.0,73.0,7.2,6.0,1008.4,36.8,0.0,56.0,MountGambier
35.0,50.0,8.1,5.0,1010.1,31.9,0.0,48.0,Darwin
12.0,20.0,13.2,2.0,1005.9,34.0,0.0,50.0,AliceSprings
46.0,70.0,,1.0,,27.6,0.0,,Newcastle
57.0,90.0,5.7,4.0,1023.7,16.7,0.6,26.0,Watsonia
42.0,75.0,8.4,,1019.6,23.6,0.0,22.0,Adelaide
52.0,55.0,,8.0,1016.9,16.3,0.0,31.0,CoffsHarbour
1.0,5.0,4.3,7.0,1004.0,31.5,0.0,76.0,Woomera
92.0,94.0,,8.0,1010.5,16.8,7.8,52.0,AliceSprings
43.0,28.0,,,1007.8,20.4,0.0,52.0,Wollongong
87.0,85.0,,,1019.0,18.0,0.0,39.0,Walpole
59.0,83.0,9.4,2.0,1022.6,15.9,0.0,57.0,Sale
84.0,99.0,1.7,7.0,1020.2,13.7,3.4,61.0,Watsonia
11.0,18.0,10.0,1.0,1009.8,42.0,0.0,54.0,Woomera
54.0,62.0,13.1,1.0,1020.7,19.8,0.0,30.0,Hobart
60.0,95.0,,8.0,1021.0,9.6,5.2,57.0,Ballarat
59.0,78.0,7.8,,1016.8,21.4,0.0,33.0,Portland
49.0,71.0,2.1,6.0,1024.8,14.6,0.2,43.0,Hobart
11.0,27.0,11.4,,1016.4,33.7,0.0,54.0,Adelaide
95.0,78.0,,,,15.5,0.8,56.0,MountGinini
63.0,71.0,7.8,4.0,1011.0,18.1,0.0,33.0,Watsonia
46.0,52.0,12.0,4.0,1019.7,17.0,2.6,43.0,Perth
76.0,69.0,3.7,7.0,1014.0,23.9,0.0,41.0,Cairns
14.0,23.0,12.3,,1015.3,31.7,0.0,35.0,Adelaide
67.0,92.0,,,1014.8,14.5,0.0,39.0,Nhil
34.0,66.0,,,1005.1,30.9,5.4,41.0,Tuggeranong
70.0,69.0,7.3,5.0,1015.2,22.1,0.0,20.0,Brisbane
51.0,100.0,,,1022.7,15.5,0.0,13.0,Albury
47.0,58.0,12.5,1.0,1014.4,25.3,0.0,46.0,Melbourne
24.0,79.0,10.8,0.0,1023.0,25.8,0.0,31.0,Nuriootpa
61.0,77.0,,,,11.8,12.6,56.0,MountGinini
55.0,94.0,7.2,5.0,1023.1,15.4,0.0,22.0,Melbourne
61.0,90.0,2.8,8.0,1011.3,21.3,4.2,41.0,Sale
,,,,,,0.0,,Newcastle
45.0,78.0,,,1011.4,28.3,0.0,41.0,Wollongong
39.0,92.0,7.3,4.0,1011.0,12.5,10.4,80.0,Canberra
68.0,73.0,,,1022.3,21.0,0.0,30.0,GoldCoast
58.0,63.0,13.1,0.0,1022.6,19.1,0.0,30.0,Portland
63.0,60.0,,,1016.0,18.6,,41.0,Walpole
64.0,100.0,,8.0,1026.4,6.9,0.8,28.0,Ballarat
40.0,73.0,9.0,,1020.5,20.5,0.0,31.0,PearceRAAF
28.0,85.0,9.9,0.0,1010.6,23.1,0.0,63.0,Woomera
39.0,79.0,11.5,7.0,1020.7,24.9,3.0,24.0,Canberra
63.0,67.0,,3.0,1007.0,31.5,0.0,48.0,Townsville
57.0,76.0,,,1015.6,19.8,0.0,30.0,Witchcliffe
50.0,88.0,10.8,0.0,1016.3,23.4,0.0,39.0,PearceRAAF
74.0,97.0,0.2,7.0,1026.4,12.9,0.0,20.0,WaggaWagga
33.0,46.0,6.6,,1010.2,29.1,0.0,43.0,Adelaide
53.0,71.0,13.0,,1024.0,23.8,0.0,31.0,Hobart
52.0,59.0,3.1,7.0,1021.9,17.0,0.0,43.0,Melbourne
67.0,63.0,11.5,3.0,1013.8,25.8,0.0,41.0,CoffsHarbour
67.0,74.0,0.7,7.0,1016.8,20.6,0.0,30.0,Watsonia
45.0,70.0,,,1006.5,33.1,0.0,33.0,BadgerysCreek
52.0,75.0,,,1017.0,21.0,0.0,35.0,Launceston
45.0,100.0,7.0,4.0,1022.3,12.6,0.0,26.0,Sale
82.0,100.0,0.8,7.0,1004.2,15.3,3.6,22.0,Watsonia
49.0,75.0,5.8,7.0,1012.3,24.3,0.0,37.0,Sale
84.0,80.0,,,1013.9,21.2,0.0,44.0,Wollongong
15.0,21.0,10.6,1.0,1013.8,31.2,0.0,41.0,AliceSprings
35.0,64.0,,,,23.0,0.0,28.0,SalmonGums
45.0,58.0,,0.0,1012.3,28.0,0.0,39.0,Katherine
25.0,45.0,,1.0,1018.7,32.8,0.0,44.0,Ballarat
16.0,31.0,11.9,3.0,1017.1,31.7,0.0,35.0,Woomera
21.0,38.0,6.6,7.0,1007.6,35.7,0.0,52.0,AliceSprings
40.0,60.0,11.3,1.0,1019.3,22.1,0.0,35.0,PerthAirport
51.0,66.0,10.5,0.0,1025.4,21.1,0.0,31.0,SydneyAirport
77.0,99.0,,,1030.3,15.7,1.0,17.0,Richmond
15.0,36.0,13.0,6.0,1009.7,27.6,0.0,39.0,Moree
33.0,58.0,,,1015.1,27.6,0.0,39.0,Bendigo
65.0,71.0,,8.0,1015.6,18.2,0.0,28.0,Wollongong
70.0,98.0,,,1017.0,19.4,1.6,28.0,Walpole
79.0,94.0,,7.0,1009.1,17.4,166.8,63.0,Williamtown
21.0,59.0,,,1015.1,31.3,0.0,31.0,Albury
26.0,42.0,,,1005.2,30.9,1.8,39.0,Cobar
74.0,58.0,,4.0,1029.1,12.9,0.0,54.0,Wollongong
70.0,70.0,5.8,7.0,1021.8,17.0,0.0,48.0,CoffsHarbour
39.0,37.0,13.6,1.0,1013.3,22.0,0.0,59.0,Sydney
57.0,54.0,11.8,3.0,1008.4,30.7,0.0,43.0,Townsville
52.0,58.0,11.8,1.0,1022.3,18.2,0.0,35.0,Melbourne
79.0,60.0,,,1008.6,15.3,13.0,61.0,Launceston
50.0,92.0,1.9,6.0,1017.4,12.3,0.4,37.0,Melbourne
68.0,90.0,3.2,7.0,1001.9,30.7,36.8,35.0,Darwin
52.0,100.0,,,1028.9,13.9,0.0,31.0,Tuggeranong
51.0,94.0,6.0,3.0,1023.7,9.9,0.0,28.0,WaggaWagga
53.0,58.0,,7.0,1011.0,25.0,0.0,56.0,Cobar
25.0,56.0,10.8,1.0,1010.3,24.7,0.0,35.0,MountGambier
50.0,99.0,,,1027.4,18.1,0.2,19.0,Mildura
59.0,75.0,9.7,7.0,1007.3,23.4,22.8,30.0,Watsonia
61.0,90.0,1.7,7.0,1012.2,13.7,0.0,50.0,Watsonia
40.0,86.0,,,,14.9,0.0,33.0,Launceston
44.0,84.0,10.8,7.0,1010.1,30.3,0.0,33.0,Darwin
29.0,65.0,11.2,4.0,1012.5,29.5,0.0,35.0,Darwin
70.0,82.0,,,1028.4,15.6,0.0,24.0,NorahHead
37.0,66.0,9.0,,1018.1,13.4,0.0,39.0,Canberra
44.0,59.0,,,1008.4,31.7,,37.0,Cairns
98.0,73.0,,,,20.1,0.2,48.0,Penrith
29.0,53.0,,,1013.7,23.0,0.0,31.0,Bendigo
73.0,76.0,,8.0,1025.7,19.0,27.8,67.0,Wollongong
60.0,98.0,5.5,2.0,1015.8,19.3,23.8,30.0,Perth
93.0,88.0,,8.0,,20.5,0.8,30.0,Launceston
94.0,67.0,,,,7.5,0.0,39.0,MountGinini
49.0,84.0,9.5,5.0,1022.6,15.7,5.8,48.0,MountGambier
22.0,71.0,12.3,1.0,1014.0,34.2,0.0,37.0,MelbourneAirport
100.0,100.0,,,1016.5,20.4,0.4,33.0,BadgerysCreek
16.0,28.0,11.8,1.0,1006.2,35.6,0.0,48.0,AliceSprings
73.0,77.0,,,1011.9,22.9,1.4,37.0,Walpole
45.0,67.0,9.4,0.0,1021.3,21.8,0.0,24.0,Perth
58.0,86.0,,,1023.2,16.1,0.0,30.0,Nhil
56.0,70.0,6.8,7.0,1007.1,34.0,0.0,33.0,Darwin
50.0,47.0,4.1,7.0,1023.1,16.3,0.0,50.0,NorfolkIsland
73.0,96.0,0.5,7.0,1014.1,16.0,2.6,37.0,Melbourne
8.0,15.0,,,1011.5,37.8,0.0,57.0,Woomera
73.0,100.0,,,1025.4,20.2,0.2,24.0,Walpole
22.0,51.0,,,,21.2,0.0,43.0,SalmonGums
57.0,86.0,1.4,8.0,1008.0,22.4,0.2,30.0,MountGambier
19.0,56.0,,,998.6,22.8,0.0,109.0,Wollongong
83.0,81.0,,,1003.0,24.9,0.0,31.0,NorahHead
50.0,63.0,11.1,1.0,1019.4,19.2,0.2,35.0,SydneyAirport
56.0,66.0,,,1028.7,18.3,0.0,26.0,Wollongong
71.0,97.0,,,1020.3,25.5,7.0,30.0,NorahHead
88.0,84.0,1.9,8.0,1014.1,14.0,0.0,28.0,Perth
93.0,90.0,0.0,8.0,1021.6,18.1,22.8,46.0,SydneyAirport
53.0,62.0,11.7,1.0,1011.9,28.0,0.0,41.0,SydneyAirport
35.0,56.0,,,1018.6,16.4,0.0,28.0,NorahHead
73.0,90.0,2.1,8.0,1021.0,17.6,2.0,33.0,Portland
38.0,51.0,12.3,4.0,1006.6,33.4,0.0,44.0,Perth
56.0,61.0,9.1,7.0,1017.5,26.0,0.0,20.0,Brisbane
57.0,90.0,,,1004.1,16.8,22.2,50.0,Tuggeranong
59.0,70.0,,,1011.0,28.4,0.2,30.0,Cairns
48.0,87.0,3.3,7.0,1015.6,21.3,1.0,37.0,MountGambier
26.0,52.0,12.1,1.0,1008.5,23.3,0.0,39.0,Mildura
40.0,77.0,,1.0,1017.2,13.9,0.2,41.0,Cobar
51.0,93.0,0.6,7.0,1023.2,18.3,0.0,44.0,Watsonia
80.0,98.0,0.6,7.0,1014.0,16.1,5.6,31.0,MountGambier
85.0,95.0,,8.0,,15.8,2.4,15.0,Launceston
35.0,78.0,,,,23.9,0.0,24.0,Penrith
71.0,91.0,,8.0,1014.4,10.9,0.0,61.0,WaggaWagga
69.0,90.0,4.1,8.0,1022.1,19.2,0.0,,Sydney
,,,,,24.9,0.0,28.0,Penrith
6.0,19.0,7.1,1.0,1007.3,28.9,0.0,61.0,Mildura
38.0,72.0,,1.0,1019.9,21.7,0.0,43.0,Canberra
66.0,68.0,10.8,5.0,1038.0,15.0,0.0,,Albany
6.0,11.0,12.8,2.0,1004.1,40.6,0.0,33.0,AliceSprings
76.0,86.0,8.9,5.0,1016.0,19.4,0.0,,Albany
55.0,63.0,,8.0,1018.6,16.5,20.6,37.0,Portland
56.0,88.0,,4.0,1009.1,28.2,10.2,20.0,Bendigo
85.0,88.0,2.0,7.0,1001.3,13.9,3.4,50.0,Melbourne
100.0,100.0,,8.0,1012.5,7.5,1.4,48.0,Ballarat
33.0,53.0,4.1,7.0,1012.7,28.1,2.6,46.0,AliceSprings
13.0,18.0,,1.0,1008.8,28.2,0.0,43.0,Cobar
48.0,68.0,1.8,7.0,1015.7,21.0,0.0,39.0,WaggaWagga
29.0,50.0,,2.0,1023.1,27.1,0.0,37.0,Moree
70.0,62.0,,,1009.5,27.4,0.0,33.0,GoldCoast
21.0,36.0,,5.0,1014.9,22.7,0.0,30.0,Cobar
47.0,67.0,9.0,3.0,1008.6,30.5,0.0,31.0,Darwin
67.0,36.0,9.9,2.0,1010.3,22.0,0.0,50.0,Perth
66.0,91.0,,7.0,1002.7,23.2,0.8,26.0,Cobar
37.0,97.0,,1.0,,19.2,21.8,,Newcastle
36.0,53.0,,,1020.5,18.9,1.0,43.0,Albury
93.0,97.0,,7.0,999.7,12.7,18.4,52.0,Sale
19.0,38.0,10.9,1.0,1020.3,31.6,0.0,44.0,PearceRAAF
52.0,66.0,,8.0,,21.8,8.8,,Newcastle
46.0,85.0,4.5,7.0,1027.1,19.0,0.0,33.0,Sydney
58.0,69.0,9.1,5.0,1020.2,17.8,0.0,54.0,NorfolkIsland
51.0,60.0,,,1015.2,27.1,0.0,44.0,Sale
53.0,61.0,,,1021.3,23.5,0.0,30.0,GoldCoast
39.0,90.0,,,,12.4,0.0,,Canberra
62.0,81.0,0.7,,1019.3,19.6,65.2,70.0,Sydney
,,10.7,4.0,1017.4,28.0,0.0,37.0,Nuriootpa
57.0,64.0,7.3,,1013.2,11.8,0.0,50.0,Melbourne
65.0,57.0,9.6,6.0,1019.3,21.6,0.0,,Albany
72.0,84.0,7.4,,1012.1,20.4,3.2,52.0,PearceRAAF
70.0,84.0,,8.0,1023.0,13.0,0.2,22.0,Albury
26.0,58.0,10.1,0.0,1024.2,13.9,0.0,43.0,AliceSprings
13.0,37.0,13.1,,1014.8,31.8,0.0,57.0,PearceRAAF
86.0,63.0,,,1021.5,10.3,0.0,,Sale
34.0,49.0,13.1,,1006.0,31.9,0.0,24.0,Adelaide
72.0,93.0,9.0,,1016.1,13.2,1.4,48.0,Dartmoor
60.0,78.0,,,1018.6,25.0,0.0,26.0,Walpole
56.0,80.0,7.7,3.0,1018.8,26.0,0.6,28.0,CoffsHarbour
60.0,72.0,11.3,1.0,1011.9,28.1,0.0,41.0,Cairns
50.0,70.0,10.4,1.0,1025.7,20.8,0.6,41.0,Williamtown
35.0,64.0,,,1022.2,14.9,0.0,30.0,AliceSprings
54.0,56.0,,,1017.0,21.6,0.0,46.0,Witchcliffe
54.0,85.0,,8.0,1011.4,17.5,15.2,50.0,Canberra
56.0,74.0,8.8,2.0,1016.8,22.8,0.0,33.0,NorfolkIsland
66.0,85.0,9.1,7.0,1012.3,25.8,0.6,24.0,Brisbane
56.0,65.0,10.8,1.0,1019.3,21.6,0.0,26.0,SydneyAirport
82.0,88.0,,,1021.9,12.6,0.0,37.0,Nhil
52.0,63.0,3.7,,1022.1,13.8,0.0,22.0,Adelaide
78.0,99.0,,,1014.4,28.7,0.0,26.0,GoldCoast
51.0,75.0,6.1,7.0,1015.8,27.0,11.0,56.0,Cairns
55.0,75.0,,5.0,1029.4,14.7,0.0,17.0,MountGambier
46.0,71.0,9.9,1.0,1027.1,16.2,0.0,24.0,WaggaWagga
70.0,83.0,,,1005.0,13.7,12.2,50.0,Adelaide
18.0,38.0,12.9,,1009.5,30.9,0.0,43.0,AliceSprings
29.0,77.0,,,1005.7,19.0,0.0,57.0,Richmond
53.0,63.0,,8.0,1012.3,25.2,0.0,33.0,WaggaWagga
60.0,84.0,9.2,5.0,1010.9,11.1,13.2,78.0,MountGambier
49.0,63.0,8.2,4.0,1023.2,20.4,0.0,26.0,Brisbane
66.0,93.0,1.9,3.0,1017.7,20.6,,37.0,PearceRAAF
58.0,64.0,9.4,1.0,1025.9,17.4,0.0,35.0,NorfolkIsland
79.0,87.0,3.8,4.0,1014.3,24.9,0.0,52.0,SydneyAirport
94.0,97.0,,,,5.3,6.0,50.0,MountGinini
48.0,79.0,7.3,6.0,1025.6,15.2,0.0,26.0,Nuriootpa
53.0,75.0,6.6,3.0,1019.0,26.0,0.6,39.0,Sydney
52.0,61.0,9.6,5.0,1000.3,29.0,0.0,31.0,Portland
66.0,51.0,,,1012.7,20.4,0.0,43.0,Adelaide
47.0,82.0,,,1012.2,24.5,0.0,26.0,Richmond
37.0,99.0,11.4,2.0,1020.1,24.4,0.0,28.0,Watsonia
44.0,71.0,,6.0,1006.4,34.5,0.0,43.0,Katherine
62.0,62.0,9.1,2.0,1015.0,22.6,0.2,35.0,Brisbane
51.0,71.0,5.9,7.0,1015.3,25.0,3.6,52.0,Watsonia
94.0,47.0,0.1,8.0,1012.6,11.6,0.0,59.0,Melbourne
43.0,53.0,13.0,1.0,1015.2,26.7,0.0,46.0,Perth
15.0,26.0,,0.0,1010.1,29.6,0.0,39.0,Cobar
32.0,73.0,,2.0,1023.3,14.8,0.8,46.0,Bendigo
13.0,19.0,,1.0,1008.5,33.9,0.0,35.0,AliceSprings
63.0,95.0,2.8,7.0,1028.1,15.8,0.0,35.0,MelbourneAirport
51.0,63.0,8.3,,1018.1,14.6,2.0,43.0,Adelaide
40.0,81.0,,,1004.6,23.9,35.4,30.0,Launceston
81.0,71.0,,8.0,1012.9,15.4,4.6,57.0,Wollongong
54.0,73.0,4.6,7.0,1011.0,26.5,0.0,61.0,AliceSprings
9.0,61.0,,,1017.2,26.1,0.0,31.0,Canberra
30.0,58.0,13.4,0.0,1010.0,28.2,0.0,44.0,Mildura
22.0,42.0,,,998.3,31.3,0.0,56.0,Tuggeranong
33.0,52.0,9.8,,1012.7,19.4,17.2,43.0,Adelaide
84.0,72.0,4.1,7.0,1020.0,15.2,0.0,39.0,WaggaWagga
50.0,63.0,9.3,5.0,1000.4,34.2,3.4,52.0,Cairns
20.0,30.0,11.1,2.0,1017.0,22.9,0.2,50.0,Sydney
39.0,75.0,,,,27.6,0.0,,Canberra
41.0,81.0,,6.0,1027.3,11.5,0.2,20.0,Albury
46.0,57.0,,,1003.5,29.1,0.0,56.0,Sale
60.0,71.0,,8.0,1005.4,15.7,8.8,80.0,Sale
45.0,83.0,,,1001.0,31.3,0.0,28.0,BadgerysCreek
51.0,76.0,10.8,0.0,1013.0,26.5,0.0,35.0,MelbourneAirport
73.0,100.0,,,1009.8,20.6,1.6,20.0,BadgerysCreek
,55.0,,,1013.3,,0.0,,Albany
49.0,70.0,7.5,6.0,1017.1,18.4,0.0,39.0,WaggaWagga
95.0,97.0,,8.0,1007.3,22.5,99.2,28.0,Albury
38.0,71.0,,,,21.3,0.0,39.0,SalmonGums
39.0,79.0,11.1,7.0,1017.9,24.0,0.2,28.0,Watsonia
52.0,51.0,10.5,4.0,1022.1,15.2,0.2,41.0,Hobart
19.0,33.0,,,1013.6,33.0,0.0,31.0,Uluru
50.0,60.0,9.9,4.0,1013.9,18.9,0.0,43.0,Melbourne
81.0,96.0,1.9,6.0,1017.3,24.0,11.0,37.0,CoffsHarbour
,,,,1022.4,17.7,0.2,31.0,Witchcliffe
32.0,70.0,,,1026.2,25.2,0.0,37.0,Witchcliffe
61.0,82.0,7.3,,1022.4,12.7,0.0,22.0,Adelaide
69.0,97.0,,8.0,,15.5,3.4,,Newcastle
17.0,37.0,11.1,0.0,1012.3,21.9,0.0,44.0,AliceSprings
42.0,87.0,,,1017.6,16.0,0.0,41.0,Nhil
47.0,88.0,,2.0,1003.2,24.2,28.6,28.0,Albury
35.0,27.0,10.8,1.0,1011.1,33.1,0.0,43.0,PerthAirport
41.0,55.0,13.2,2.0,1009.6,30.8,0.0,37.0,Perth
47.0,100.0,,,,19.0,0.4,31.0,Penrith
24.0,68.0,11.1,1.0,1018.5,21.0,0.0,28.0,WaggaWagga
22.0,52.0,3.1,8.0,1009.8,20.9,0.0,41.0,Mildura
61.0,74.0,,,1010.0,18.2,0.0,37.0,Sale
43.0,85.0,8.3,3.0,1021.5,16.4,0.0,,Albany
27.0,51.0,,,,21.8,0.0,43.0,SalmonGums
72.0,77.0,0.4,7.0,1000.4,10.6,0.4,43.0,WaggaWagga
71.0,78.0,2.2,7.0,1026.8,14.7,1.8,31.0,Sydney
34.0,50.0,13.7,1.0,1007.7,29.8,0.0,50.0,MelbourneAirport
83.0,73.0,2.1,7.0,1004.9,27.7,0.6,28.0,Cairns
38.0,70.0,8.5,7.0,1007.2,34.4,0.0,41.0,Darwin
89.0,88.0,,8.0,1013.9,17.9,0.0,41.0,Sale
65.0,77.0,,,1020.2,18.4,0.0,28.0,Wollongong
31.0,85.0,0.9,8.0,1016.7,25.2,11.8,44.0,WaggaWagga
39.0,66.0,10.4,2.0,1012.2,29.8,0.0,24.0,Brisbane
,64.0,,,,,0.0,,Newcastle
17.0,40.0,11.0,0.0,1019.5,19.5,0.0,39.0,AliceSprings
70.0,89.0,0.0,8.0,1027.5,19.2,2.2,46.0,CoffsHarbour
47.0,46.0,10.8,4.0,1020.1,18.7,0.0,46.0,SydneyAirport
49.0,48.0,,,1024.1,18.1,0.0,57.0,Witchcliffe
54.0,90.0,9.9,,1020.0,23.5,0.0,41.0,Dartmoor
44.0,49.0,13.3,,1021.4,20.7,0.2,35.0,Adelaide
95.0,93.0,1.0,4.0,1017.1,23.4,0.0,,Albany
35.0,68.0,,,,33.9,0.0,33.0,Penrith
25.0,59.0,,8.0,1004.0,29.5,0.0,69.0,Bendigo
58.0,60.0,10.2,1.0,1021.8,19.3,0.0,39.0,SydneyAirport
59.0,77.0,,7.0,1021.4,19.6,0.0,28.0,Wollongong
60.0,99.0,5.0,6.0,1011.0,23.4,0.8,37.0,Watsonia
25.0,55.0,8.4,5.0,1021.7,25.6,0.0,26.0,WaggaWagga
90.0,82.0,,8.0,1020.0,13.2,16.2,46.0,Richmond
72.0,71.0,7.5,6.0,1003.2,18.5,5.2,,Albany
9.0,25.0,13.3,1.0,1012.9,41.5,0.0,35.0,Mildura
,72.0,11.7,,1010.9,,0.0,,Albany
68.0,70.0,,3.0,1003.7,30.5,0.0,39.0,Townsville
56.0,78.0,,,1018.1,23.2,23.4,48.0,BadgerysCreek
94.0,76.0,1.3,8.0,1012.0,17.8,1.8,65.0,CoffsHarbour
63.0,100.0,,,,17.2,0.4,19.0,Penrith
,,,,,,,33.0,MountGinini
49.0,53.0,,,1017.2,23.5,0.0,33.0,Witchcliffe
63.0,62.0,0.4,,1015.2,21.2,2.4,31.0,Sydney
60.0,69.0,12.1,5.0,1005.6,32.6,0.0,35.0,Townsville
69.0,71.0,,,1014.5,27.4,0.0,46.0,NorahHead
24.0,49.0,,,,37.7,0.0,39.0,Penrith
45.0,100.0,,,1021.4,19.5,0.0,22.0,BadgerysCreek
30.0,67.0,,2.0,1025.9,17.7,0.0,26.0,Moree
72.0,77.0,,,,11.5,0.0,30.0,MountGinini
37.0,66.0,11.1,3.0,1001.2,35.3,,37.0,Brisbane
48.0,65.0,,8.0,1020.9,19.8,0.0,35.0,Ballarat
58.0,81.0,2.5,7.0,1017.6,12.0,0.0,54.0,Melbourne
81.0,100.0,8.0,,1006.3,13.3,6.0,35.0,Dartmoor
47.0,58.0,,8.0,1016.4,12.6,0.0,48.0,Canberra
,71.0,8.5,8.0,1014.0,23.9,0.4,46.0,Sale
,,,,1004.1,30.3,0.0,48.0,Witchcliffe
25.0,53.0,10.9,0.0,1012.8,24.0,0.0,30.0,Cairns
47.0,74.0,,,1014.2,22.0,0.0,30.0,Adelaide
41.0,93.0,7.2,3.0,1026.1,16.3,7.0,35.0,PerthAirport
55.0,78.0,,,1019.8,13.6,0.2,22.0,Albury
10.0,18.0,7.1,7.0,999.8,35.7,0.0,70.0,MountGambier
53.0,72.0,,,1017.9,23.9,0.2,48.0,Witchcliffe
